id;Name;Type;LAT_deg;LON_deg;LAI;LAI_median;LAI_std;TWI;TWI_b;TWI_median;area;f_decid;f_decid_median;fine;med;coarse;peat;top_m;vol
1;Pallaslompolo;luonnontil.;67.999883;24.202958;2.27;2.51;1.07;8.31;0.18;8.01;513.43;0.26;0.25;0;0.71;0.04;0.25;0.03;63.86
