OmaTunniste;OmaItä;OmaPohjoinen;Kunta;siteid;aika;vuosi;kk;paiva;longitude;latitude;t_mean;t_max;t_min;rainfall;radiation;hpa;lamposumma_v;rainfall_v;;
1;3383183;7548700;Kittilä;3356;19610101;1961;1;1;3385000;7545000;-7.1;-6.3;-9.5;0;24;-999;0;0;;
1;3383183;7548700;Kittilä;3356;19610102;1961;1;2;3385000;7545000;-7.7;-6.6;-8.3;4;38;3.23;0;4;;
1;3383183;7548700;Kittilä;3356;19610103;1961;1;3;3385000;7545000;-7;-6.5;-9.9;1;17;3.16;0;5;;
1;3383183;7548700;Kittilä;3356;19610104;1961;1;4;3385000;7545000;-5;-2.7;-8.5;1;9;3.98;0;6;;
1;3383183;7548700;Kittilä;3356;19610105;1961;1;5;3385000;7545000;-6.9;-5.5;-6.7;1;19;3.68;0;7;;
1;3383183;7548700;Kittilä;3356;19610106;1961;1;6;3385000;7545000;-13.2;-5.8;-15;0;34;2.44;0;7;;
1;3383183;7548700;Kittilä;3356;19610107;1961;1;7;3385000;7545000;-24.8;-14.6;-29.9;0;7;0.77;0;7;;
1;3383183;7548700;Kittilä;3356;19610108;1961;1;8;3385000;7545000;-26.1;-26.2;-30;0;15;0.5;0;7;;
1;3383183;7548700;Kittilä;3356;19610109;1961;1;9;3385000;7545000;-18.2;-13;-27.5;0;15;0.91;0;7;;
1;3383183;7548700;Kittilä;3356;19610110;1961;1;10;3385000;7545000;-15.5;-13.2;-17.8;0;28;1.21;0;7;;
1;3383183;7548700;Kittilä;3356;19610111;1961;1;11;3385000;7545000;-13.4;-11.1;-17.7;0;3;1.41;0;7;;
1;3383183;7548700;Kittilä;3356;19610112;1961;1;12;3385000;7545000;-13.2;-11.4;-14.7;1;33;2.12;0;8;;
1;3383183;7548700;Kittilä;3356;19610113;1961;1;13;3385000;7545000;-13.9;-13.3;-15.9;3;13;1.44;0;11;;
1;3383183;7548700;Kittilä;3356;19610114;1961;1;14;3385000;7545000;-12.9;-11.2;-15.1;0;0;1.92;0;11;;
1;3383183;7548700;Kittilä;3356;19610115;1961;1;15;3385000;7545000;-15.5;-12;-22.1;0;0;1.57;0;11;;
1;3383183;7548700;Kittilä;3356;19610116;1961;1;16;3385000;7545000;-16.4;-10.7;-27.9;0;54;0.92;0;11;;
1;3383183;7548700;Kittilä;3356;19610117;1961;1;17;3385000;7545000;-8.2;-7.1;-11.2;0;54;2.53;0;11;;
1;3383183;7548700;Kittilä;3356;19610118;1961;1;18;3385000;7545000;-6.8;-5.1;-9.8;0;14;2.27;0;11;;
1;3383183;7548700;Kittilä;3356;19610119;1961;1;19;3385000;7545000;-6.9;-4.5;-10.1;0;82;2.75;0;11;;
1;3383183;7548700;Kittilä;3356;19610120;1961;1;20;3385000;7545000;-8.4;-6.7;-10.1;0;98;3.02;0;11;;
1;3383183;7548700;Kittilä;3356;19610121;1961;1;21;3385000;7545000;-10.5;-8.5;-11.4;0;165;2.4;0;11;;
1;3383183;7548700;Kittilä;3356;19610122;1961;1;22;3385000;7545000;-9.6;-3.9;-14.9;1;241;1.57;0;12;;
1;3383183;7548700;Kittilä;3356;19610123;1961;1;23;3385000;7545000;-8.6;-3.9;-12.7;0;70;2.93;0;12;;
1;3383183;7548700;Kittilä;3356;19610124;1961;1;24;3385000;7545000;-11.7;-10.8;-14.5;0;206;1.62;0;12;;
1;3383183;7548700;Kittilä;3356;19610125;1961;1;25;3385000;7545000;-8.2;-4.1;-15.1;0;360;1.53;0;12;;
1;3383183;7548700;Kittilä;3356;19610126;1961;1;26;3385000;7545000;-9.3;-6.3;-11.9;0;242;1.22;0;12;;
1;3383183;7548700;Kittilä;3356;19610127;1961;1;27;3385000;7545000;-12.1;-9.5;-14.2;0;181;1.91;0;12;;
1;3383183;7548700;Kittilä;3356;19610128;1961;1;28;3385000;7545000;-10.7;-8.7;-13.1;6;302;2.4;0;18;;
1;3383183;7548700;Kittilä;3356;19610129;1961;1;29;3385000;7545000;-12;-8.4;-18.2;0;401;2.46;0;18;;
1;3383183;7548700;Kittilä;3356;19610130;1961;1;30;3385000;7545000;-13;-12;-17.2;3;394;1.76;0;21;;
1;3383183;7548700;Kittilä;3356;19610131;1961;1;31;3385000;7545000;-13.7;-11.9;-17.1;0;534;1.87;0;21;;
1;3383183;7548700;Kittilä;3356;19610201;1961;2;1;3385000;7545000;-16;-13.6;-17.6;0;416;1.61;0;21;;
1;3383183;7548700;Kittilä;3356;19610202;1961;2;2;3385000;7545000;-15.7;-15.1;-22.2;0;587;1.07;0;21;;
1;3383183;7548700;Kittilä;3356;19610203;1961;2;3;3385000;7545000;-16.9;-11.3;-24.8;0;706;0.69;0;21;;
1;3383183;7548700;Kittilä;3356;19610204;1961;2;4;3385000;7545000;-21.1;-16.6;-22.6;0;986;0.68;0;21;;
1;3383183;7548700;Kittilä;3356;19610205;1961;2;5;3385000;7545000;-25.8;-19.9;-28.9;0;1032;0.58;0;21;;
1;3383183;7548700;Kittilä;3356;19610206;1961;2;6;3385000;7545000;-26.2;-24.9;-34.7;3;832;0.29;0;24;;
1;3383183;7548700;Kittilä;3356;19610207;1961;2;7;3385000;7545000;-15;-9.5;-28.2;9;675;2.17;0;33;;
1;3383183;7548700;Kittilä;3356;19610208;1961;2;8;3385000;7545000;-9;-3.4;-10.4;0;830;3.03;0;33;;
1;3383183;7548700;Kittilä;3356;19610209;1961;2;9;3385000;7545000;-11.7;-6.9;-19.1;0;1300;1.29;0;33;;
1;3383183;7548700;Kittilä;3356;19610210;1961;2;10;3385000;7545000;-11.6;-8.8;-21.7;1;656;2.45;0;34;;
1;3383183;7548700;Kittilä;3356;19610211;1961;2;11;3385000;7545000;-9.7;-8.1;-11.6;0;831;2.78;0;34;;
1;3383183;7548700;Kittilä;3356;19610212;1961;2;12;3385000;7545000;-9.8;-8;-13.1;0;1332;2.3;0;34;;
1;3383183;7548700;Kittilä;3356;19610213;1961;2;13;3385000;7545000;-7.8;-4.4;-11.9;0;1620;1.81;0;34;;
1;3383183;7548700;Kittilä;3356;19610214;1961;2;14;3385000;7545000;-3.3;0.1;-6.5;0;1029;4.79;0;34;;
1;3383183;7548700;Kittilä;3356;19610215;1961;2;15;3385000;7545000;-6.9;0.1;-10.4;0;1886;3.1;0;34;;
1;3383183;7548700;Kittilä;3356;19610216;1961;2;16;3385000;7545000;-8.4;-3.6;-10.7;0;1030;3.18;0;34;;
1;3383183;7548700;Kittilä;3356;19610217;1961;2;17;3385000;7545000;-8.6;-3.9;-18.7;2;1379;2.36;0;36;;
1;3383183;7548700;Kittilä;3356;19610218;1961;2;18;3385000;7545000;-9.5;-5.9;-16.8;0;1690;2.59;0;36;;
1;3383183;7548700;Kittilä;3356;19610219;1961;2;19;3385000;7545000;-10.2;-7.3;-19.4;1;1991;0.99;0;37;;
1;3383183;7548700;Kittilä;3356;19610220;1961;2;20;3385000;7545000;-4.2;-1;-8.6;0;1956;4.05;0;37;;
1;3383183;7548700;Kittilä;3356;19610221;1961;2;21;3385000;7545000;-3.6;-1;-6.7;0;1845;3.27;0;37;;
1;3383183;7548700;Kittilä;3356;19610222;1961;2;22;3385000;7545000;-0.3;2.2;-4.7;0;2159;5.04;0;37;;
1;3383183;7548700;Kittilä;3356;19610223;1961;2;23;3385000;7545000;2.1;4.8;-0.2;0;1661;6.31;0;37;;
1;3383183;7548700;Kittilä;3356;19610224;1961;2;24;3385000;7545000;-0.9;4.6;-0.7;0;2167;5.51;0;37;;
1;3383183;7548700;Kittilä;3356;19610225;1961;2;25;3385000;7545000;-4.9;-0.2;-13.1;1;1940;3.57;0;38;;
1;3383183;7548700;Kittilä;3356;19610226;1961;2;26;3385000;7545000;-3.1;-1.5;-6;0;3269;4.4;0;38;;
1;3383183;7548700;Kittilä;3356;19610227;1961;2;27;3385000;7545000;-2.2;-0.9;-4.2;1;1445;5.21;0;39;;
1;3383183;7548700;Kittilä;3356;19610228;1961;2;28;3385000;7545000;-1.5;-0.6;-2.6;0;1100;5.8;0;39;;
1;3383183;7548700;Kittilä;3356;19610301;1961;3;1;3385000;7545000;-2.2;-0.6;-5.2;0;2599;5.57;0;39;;
1;3383183;7548700;Kittilä;3356;19610302;1961;3;2;3385000;7545000;-3.9;-2.7;-5.5;1;1627;4.63;0;40;;
1;3383183;7548700;Kittilä;3356;19610303;1961;3;3;3385000;7545000;-2.9;-1.2;-4.1;0;2169;4.65;0;40;;
1;3383183;7548700;Kittilä;3356;19610304;1961;3;4;3385000;7545000;1;4;-2.3;0;2777;5.49;0;40;;
1;3383183;7548700;Kittilä;3356;19610305;1961;3;5;3385000;7545000;-2;0.4;-5.2;0;5027;4.48;0;40;;
1;3383183;7548700;Kittilä;3356;19610306;1961;3;6;3385000;7545000;-5.4;0.3;-8.7;0;5868;3.13;0;40;;
1;3383183;7548700;Kittilä;3356;19610307;1961;3;7;3385000;7545000;-6.8;-3;-12.9;0;3328;2.63;0;40;;
1;3383183;7548700;Kittilä;3356;19610308;1961;3;8;3385000;7545000;-7.4;-4.9;-11.1;0;4832;2.88;0;40;;
1;3383183;7548700;Kittilä;3356;19610309;1961;3;9;3385000;7545000;-2.8;0.2;-7.2;4;1961;4.23;0;44;;
1;3383183;7548700;Kittilä;3356;19610310;1961;3;10;3385000;7545000;-1.6;1.4;-7.4;1;3803;4.13;0;45;;
1;3383183;7548700;Kittilä;3356;19610311;1961;3;11;3385000;7545000;0;2.2;-4.4;0;3959;4.61;0;45;;
1;3383183;7548700;Kittilä;3356;19610312;1961;3;12;3385000;7545000;-3.8;0.8;-8.5;0;4969;3.31;0;45;;
1;3383183;7548700;Kittilä;3356;19610313;1961;3;13;3385000;7545000;-3.1;0.3;-6.4;0;5088;3.26;0;45;;
1;3383183;7548700;Kittilä;3356;19610314;1961;3;14;3385000;7545000;-11;-4.6;-20.6;1;7553;1.77;0;46;;
1;3383183;7548700;Kittilä;3356;19610315;1961;3;15;3385000;7545000;-6.8;-1.9;-10.8;2;3848;3.31;0;48;;
1;3383183;7548700;Kittilä;3356;19610316;1961;3;16;3385000;7545000;-6.2;-2.9;-10.4;0;4111;2.93;0;48;;
1;3383183;7548700;Kittilä;3356;19610317;1961;3;17;3385000;7545000;-15.4;-8.9;-23.3;0;5646;1.4;0;48;;
1;3383183;7548700;Kittilä;3356;19610318;1961;3;18;3385000;7545000;-12.2;-7.7;-17.5;0;7766;1.81;0;48;;
1;3383183;7548700;Kittilä;3356;19610319;1961;3;19;3385000;7545000;-11.5;-8.4;-16.5;0;6774;1.78;0;48;;
1;3383183;7548700;Kittilä;3356;19610320;1961;3;20;3385000;7545000;-10.1;-6.4;-13.7;0;7327;2.03;0;48;;
1;3383183;7548700;Kittilä;3356;19610321;1961;3;21;3385000;7545000;-10.8;-6.3;-17.5;0;7594;1.69;0;48;;
1;3383183;7548700;Kittilä;3356;19610322;1961;3;22;3385000;7545000;-11.3;-5.9;-19.3;5;4278;2.01;0;53;;
1;3383183;7548700;Kittilä;3356;19610323;1961;3;23;3385000;7545000;-5.5;-3.5;-8.3;0;5544;3.66;0;53;;
1;3383183;7548700;Kittilä;3356;19610324;1961;3;24;3385000;7545000;-6.4;-3;-10.9;0;7847;2.86;0;53;;
1;3383183;7548700;Kittilä;3356;19610325;1961;3;25;3385000;7545000;-5.2;-1.8;-8.1;0;9969;3.29;0;53;;
1;3383183;7548700;Kittilä;3356;19610326;1961;3;26;3385000;7545000;-9.6;-6.1;-18.9;1;2970;2.66;0;54;;
1;3383183;7548700;Kittilä;3356;19610327;1961;3;27;3385000;7545000;-6.4;-3.6;-10.3;0;3203;3.82;0;54;;
1;3383183;7548700;Kittilä;3356;19610328;1961;3;28;3385000;7545000;-6.1;-3.7;-9;0;9877;3.22;0;54;;
1;3383183;7548700;Kittilä;3356;19610329;1961;3;29;3385000;7545000;-8.7;-1.9;-15.1;0;14085;1.82;0;54;;
1;3383183;7548700;Kittilä;3356;19610330;1961;3;30;3385000;7545000;-8.9;-3.8;-15.3;0;5846;2.51;0;54;;
1;3383183;7548700;Kittilä;3356;19610331;1961;3;31;3385000;7545000;-10.4;-7;-17.9;0;11099;2.16;0;54;;
1;3383183;7548700;Kittilä;3356;19610401;1961;4;1;3385000;7545000;-4.6;-2.2;-8.3;0;4400;3.66;0;54;;
1;3383183;7548700;Kittilä;3356;19610402;1961;4;2;3385000;7545000;-5.5;-3.2;-7.6;0;9562;2.77;0;54;;
1;3383183;7548700;Kittilä;3356;19610403;1961;4;3;3385000;7545000;-8.9;-2.7;-18.4;0;11750;1.88;0;54;;
1;3383183;7548700;Kittilä;3356;19610404;1961;4;4;3385000;7545000;-7.1;-1;-12.5;0;11671;2.58;0;54;;
1;3383183;7548700;Kittilä;3356;19610405;1961;4;5;3385000;7545000;-9.3;-3.3;-16.8;0;7383;2.32;0;54;;
1;3383183;7548700;Kittilä;3356;19610406;1961;4;6;3385000;7545000;-7;-1.3;-14.3;0;10606;2.25;0;54;;
1;3383183;7548700;Kittilä;3356;19610407;1961;4;7;3385000;7545000;-3.2;1;-7.2;0;13628;3.02;0;54;;
1;3383183;7548700;Kittilä;3356;19610408;1961;4;8;3385000;7545000;-4.1;0.8;-7.8;1;10137;3.25;0;55;;
1;3383183;7548700;Kittilä;3356;19610409;1961;4;9;3385000;7545000;-6.8;-3.5;-11.8;0;6276;2.63;0;55;;
1;3383183;7548700;Kittilä;3356;19610410;1961;4;10;3385000;7545000;-8.7;-5.7;-15;0;12453;2;0;55;;
1;3383183;7548700;Kittilä;3356;19610411;1961;4;11;3385000;7545000;-9;-4.1;-16.1;0;12476;1.81;0;55;;
1;3383183;7548700;Kittilä;3356;19610412;1961;4;12;3385000;7545000;-9.5;-1.9;-23.4;0;16376;1.57;0;55;;
1;3383183;7548700;Kittilä;3356;19610413;1961;4;13;3385000;7545000;-8.7;-0.8;-21.4;1;12990;2.33;0;56;;
1;3383183;7548700;Kittilä;3356;19610414;1961;4;14;3385000;7545000;-2.4;-0.4;-4.1;1;5205;4.4;0;57;;
1;3383183;7548700;Kittilä;3356;19610415;1961;4;15;3385000;7545000;-2.5;-0.7;-5.1;2;6463;4.19;0;59;;
1;3383183;7548700;Kittilä;3356;19610416;1961;4;16;3385000;7545000;0.1;3.9;-3.3;0;6843;4.74;0;59;;
1;3383183;7548700;Kittilä;3356;19610417;1961;4;17;3385000;7545000;1.8;5.3;-4.8;0;16653;4.38;0;59;;
1;3383183;7548700;Kittilä;3356;19610418;1961;4;18;3385000;7545000;1.9;5.9;-1.5;0;14916;4.45;0;59;;
1;3383183;7548700;Kittilä;3356;19610419;1961;4;19;3385000;7545000;-2.4;1;-3.7;0;11547;3.9;0;59;;
1;3383183;7548700;Kittilä;3356;19610420;1961;4;20;3385000;7545000;-3.1;1.3;-6;0;13109;3.6;0;59;;
1;3383183;7548700;Kittilä;3356;19610421;1961;4;21;3385000;7545000;-3.3;-0.5;-6.4;0;16231;3.36;0;59;;
1;3383183;7548700;Kittilä;3356;19610422;1961;4;22;3385000;7545000;-1.6;3.9;-11.1;0;14510;3.39;0;59;;
1;3383183;7548700;Kittilä;3356;19610423;1961;4;23;3385000;7545000;-3.7;-0.8;-7.2;0;14237;3.57;0;59;;
1;3383183;7548700;Kittilä;3356;19610424;1961;4;24;3385000;7545000;-6.8;-1.1;-15.9;0;12358;2.9;0;59;;
1;3383183;7548700;Kittilä;3356;19610425;1961;4;25;3385000;7545000;-2.8;5.3;-14.9;0;22177;3.39;0;59;;
1;3383183;7548700;Kittilä;3356;19610426;1961;4;26;3385000;7545000;3.7;7.6;0.4;0;6019;5.7;0;59;;
1;3383183;7548700;Kittilä;3356;19610427;1961;4;27;3385000;7545000;-2.6;1.4;-5.1;0;15162;4;0;59;;
1;3383183;7548700;Kittilä;3356;19610428;1961;4;28;3385000;7545000;-4.5;-0.5;-11.5;0;13271;3.01;0;59;;
1;3383183;7548700;Kittilä;3356;19610429;1961;4;29;3385000;7545000;-2.4;1.2;-5.7;0;13585;3.98;0;59;;
1;3383183;7548700;Kittilä;3356;19610430;1961;4;30;3385000;7545000;-2.4;1.7;-8.1;0;11677;3.94;0;59;;
1;3383183;7548700;Kittilä;3356;19610501;1961;5;1;3385000;7545000;-2.4;3.9;-12.2;0;19420;3.33;0;59;;
1;3383183;7548700;Kittilä;3356;19610502;1961;5;2;3385000;7545000;0.2;5.4;-7.6;0;22185;4.03;0;59;;
1;3383183;7548700;Kittilä;3356;19610503;1961;5;3;3385000;7545000;0.4;3.6;-2.5;0;9167;4.73;0;59;;
1;3383183;7548700;Kittilä;3356;19610504;1961;5;4;3385000;7545000;0.3;8.9;-1.3;0;8066;4.59;0;59;;
1;3383183;7548700;Kittilä;3356;19610505;1961;5;5;3385000;7545000;-0.9;1.1;-2.7;6;7083;5.13;0;65;;
1;3383183;7548700;Kittilä;3356;19610506;1961;5;6;3385000;7545000;-0.9;0.2;-1.8;2;6162;5.22;0;67;;
1;3383183;7548700;Kittilä;3356;19610507;1961;5;7;3385000;7545000;-0.6;2.1;-1.8;2;6232;5.18;0;69;;
1;3383183;7548700;Kittilä;3356;19610508;1961;5;8;3385000;7545000;0.6;2.7;-1.1;0;9387;5.75;0;69;;
1;3383183;7548700;Kittilä;3356;19610509;1961;5;9;3385000;7545000;1.5;3.4;-0.2;0;8008;6.03;0;69;;
1;3383183;7548700;Kittilä;3356;19610510;1961;5;10;3385000;7545000;0.3;1.3;-0.9;0;8441;5.51;0;69;;
1;3383183;7548700;Kittilä;3356;19610511;1961;5;11;3385000;7545000;0.8;3.6;-0.7;0;8833;5.21;0;69;;
1;3383183;7548700;Kittilä;3356;19610512;1961;5;12;3385000;7545000;1.1;3;-0.6;0;7098;6.33;0;69;;
1;3383183;7548700;Kittilä;3356;19610513;1961;5;13;3385000;7545000;2.7;5.4;0.3;0;17289;5.9;0;69;;
1;3383183;7548700;Kittilä;3356;19610514;1961;5;14;3385000;7545000;2.4;5.8;1.5;0;12226;6.44;0;69;;
1;3383183;7548700;Kittilä;3356;19610515;1961;5;15;3385000;7545000;2;4.6;-1.1;0;9892;5.6;0;69;;
1;3383183;7548700;Kittilä;3356;19610516;1961;5;16;3385000;7545000;4.3;8;0.5;0;11288;6.26;0;69;;
1;3383183;7548700;Kittilä;3356;19610517;1961;5;17;3385000;7545000;4.5;7.8;-1.4;0;13654;6.19;0;69;;
1;3383183;7548700;Kittilä;3356;19610518;1961;5;18;3385000;7545000;3.8;6.3;0.7;2;12287;7.52;0;71;;
1;3383183;7548700;Kittilä;3356;19610519;1961;5;19;3385000;7545000;3;6.2;0.4;1;12911;7.65;0;72;;
1;3383183;7548700;Kittilä;3356;19610520;1961;5;20;3385000;7545000;3.8;6.7;0.7;2;15243;6.21;0;74;;
1;3383183;7548700;Kittilä;3356;19610521;1961;5;21;3385000;7545000;0.6;2.9;-0.5;0;13900;4.95;0;74;;
1;3383183;7548700;Kittilä;3356;19610522;1961;5;22;3385000;7545000;2.9;8.7;-4.3;0;22558;5.22;0;74;;
1;3383183;7548700;Kittilä;3356;19610523;1961;5;23;3385000;7545000;5.5;9.9;-0.1;0;17252;5.83;0.5;74;;
1;3383183;7548700;Kittilä;3356;19610524;1961;5;24;3385000;7545000;5.3;10.7;1.1;12;13107;7.82;0.8;86;;
1;3383183;7548700;Kittilä;3356;19610525;1961;5;25;3385000;7545000;3.1;5.9;1.4;6;9862;7.71;0.8;92;;
1;3383183;7548700;Kittilä;3356;19610526;1961;5;26;3385000;7545000;2.9;5.2;0.5;0;14697;5.71;0.8;92;;
1;3383183;7548700;Kittilä;3356;19610527;1961;5;27;3385000;7545000;4.2;9.1;-1.5;0;21328;5.24;0.8;92;;
1;3383183;7548700;Kittilä;3356;19610528;1961;5;28;3385000;7545000;2;7.3;-1;7;6130;6.4;0.8;99;;
1;3383183;7548700;Kittilä;3356;19610529;1961;5;29;3385000;7545000;5.4;9.8;0.6;0;17455;7.08;1.2;99;;
1;3383183;7548700;Kittilä;3356;19610530;1961;5;30;3385000;7545000;10.7;16.4;2.1;0;26245;6.16;6.9;99;;
1;3383183;7548700;Kittilä;3356;19610531;1961;5;31;3385000;7545000;13.5;18.1;6.8;0;26877;5.95;15.4;99;;
1;3383183;7548700;Kittilä;3356;19610601;1961;6;1;3385000;7545000;14.4;21.7;4.6;0;26000;7.78;24.8;99;;
1;3383183;7548700;Kittilä;3356;19610602;1961;6;2;3385000;7545000;13.9;20.8;6.1;0;27862;9.21;33.7;99;;
1;3383183;7548700;Kittilä;3356;19610603;1961;6;3;3385000;7545000;16.9;24.8;5.4;0;22306;10.59;45.6;99;;
1;3383183;7548700;Kittilä;3356;19610604;1961;6;4;3385000;7545000;18.5;24;11.9;0;24719;11.08;59.1;99;;
1;3383183;7548700;Kittilä;3356;19610605;1961;6;5;3385000;7545000;18.5;24.1;12.9;0;21553;12.09;72.6;99;;
1;3383183;7548700;Kittilä;3356;19610606;1961;6;6;3385000;7545000;18;23.6;13.2;0;24082;12.38;85.6;99;;
1;3383183;7548700;Kittilä;3356;19610607;1961;6;7;3385000;7545000;17.2;26;10;6;24575;12.71;97.8;105;;
1;3383183;7548700;Kittilä;3356;19610608;1961;6;8;3385000;7545000;14.3;21.7;10;4;22064;13.89;107.1;109;;
1;3383183;7548700;Kittilä;3356;19610609;1961;6;9;3385000;7545000;12.5;21.2;9.3;9;18510;12.9;114.6;118;;
1;3383183;7548700;Kittilä;3356;19610610;1961;6;10;3385000;7545000;10.4;15;6.5;7;9464;11.97;120;125;;
1;3383183;7548700;Kittilä;3356;19610611;1961;6;11;3385000;7545000;12.3;17.2;8.3;1;20616;9.42;127.3;126;;
1;3383183;7548700;Kittilä;3356;19610612;1961;6;12;3385000;7545000;11.8;18.2;7.1;0;21816;9.52;134.1;126;;
1;3383183;7548700;Kittilä;3356;19610613;1961;6;13;3385000;7545000;13.1;20.7;8.4;4;23428;11.24;142.2;130;;
1;3383183;7548700;Kittilä;3356;19610614;1961;6;14;3385000;7545000;12.9;19.4;10.6;9;12809;13.19;150.1;139;;
1;3383183;7548700;Kittilä;3356;19610615;1961;6;15;3385000;7545000;9.1;13.8;6;0;16637;7.21;154.2;139;;
1;3383183;7548700;Kittilä;3356;19610616;1961;6;16;3385000;7545000;10.4;15.8;4.2;1;30024;6.74;159.6;140;;
1;3383183;7548700;Kittilä;3356;19610617;1961;6;17;3385000;7545000;9.1;14.9;4.7;8;9611;9.27;163.7;148;;
1;3383183;7548700;Kittilä;3356;19610618;1961;6;18;3385000;7545000;10.1;14.2;6.9;18;8345;11.69;168.8;166;;
1;3383183;7548700;Kittilä;3356;19610619;1961;6;19;3385000;7545000;10.7;15.6;4;0;22216;7.47;174.5;166;;
1;3383183;7548700;Kittilä;3356;19610620;1961;6;20;3385000;7545000;9.9;14;6;0;18469;7.63;179.4;166;;
1;3383183;7548700;Kittilä;3356;19610621;1961;6;21;3385000;7545000;8.2;13.3;2.5;0;18037;7.55;182.6;166;;
1;3383183;7548700;Kittilä;3356;19610622;1961;6;22;3385000;7545000;10.6;15.9;6.4;0;20542;7.55;188.2;166;;
1;3383183;7548700;Kittilä;3356;19610623;1961;6;23;3385000;7545000;11.2;17.2;7.4;8;19086;10.46;194.4;174;;
1;3383183;7548700;Kittilä;3356;19610624;1961;6;24;3385000;7545000;10.7;14.9;7.7;3;12079;11.35;200.1;177;;
1;3383183;7548700;Kittilä;3356;19610625;1961;6;25;3385000;7545000;11.3;16.5;9.3;5;10894;11.73;206.4;182;;
1;3383183;7548700;Kittilä;3356;19610626;1961;6;26;3385000;7545000;9.6;15.1;7.9;3;16703;11.03;211;185;;
1;3383183;7548700;Kittilä;3356;19610627;1961;6;27;3385000;7545000;9.4;12.9;8;0;9295;10.45;215.4;185;;
1;3383183;7548700;Kittilä;3356;19610628;1961;6;28;3385000;7545000;8.7;11.9;6.7;17;10375;9.71;219.1;202;;
1;3383183;7548700;Kittilä;3356;19610629;1961;6;29;3385000;7545000;9.6;15.9;5.9;3;18632;9.01;223.7;205;;
1;3383183;7548700;Kittilä;3356;19610630;1961;6;30;3385000;7545000;7.6;12.5;3.1;0;17806;8.24;226.3;205;;
1;3383183;7548700;Kittilä;3356;19610701;1961;7;1;3385000;7545000;11.2;16.1;5.4;0;20431;8.37;232.5;205;;
1;3383183;7548700;Kittilä;3356;19610702;1961;7;2;3385000;7545000;11.3;17;7.3;0;18627;9.57;238.8;205;;
1;3383183;7548700;Kittilä;3356;19610703;1961;7;3;3385000;7545000;10.9;14.3;9.1;2;16169;9.65;244.7;207;;
1;3383183;7548700;Kittilä;3356;19610704;1961;7;4;3385000;7545000;8.4;11.9;6;0;8844;10.21;248.1;207;;
1;3383183;7548700;Kittilä;3356;19610705;1961;7;5;3385000;7545000;11.2;15.9;4.7;0;15126;9.47;254.3;207;;
1;3383183;7548700;Kittilä;3356;19610706;1961;7;6;3385000;7545000;12;15.4;7.5;1;14542;11.84;261.3;208;;
1;3383183;7548700;Kittilä;3356;19610707;1961;7;7;3385000;7545000;12.4;15.6;9.5;1;14565;12.27;268.7;209;;
1;3383183;7548700;Kittilä;3356;19610708;1961;7;8;3385000;7545000;13.3;17.9;8.8;6;18900;12.22;277;215;;
1;3383183;7548700;Kittilä;3356;19610709;1961;7;9;3385000;7545000;14.8;19.5;7.4;0;24340;10.61;286.8;215;;
1;3383183;7548700;Kittilä;3356;19610710;1961;7;10;3385000;7545000;14;18.5;11.9;0;25181;11.5;295.8;215;;
1;3383183;7548700;Kittilä;3356;19610711;1961;7;11;3385000;7545000;10.3;13.4;8.2;7;8002;12.18;301.1;222;;
1;3383183;7548700;Kittilä;3356;19610712;1961;7;12;3385000;7545000;16.1;22.1;10.8;4;21061;14.23;312.2;226;;
1;3383183;7548700;Kittilä;3356;19610713;1961;7;13;3385000;7545000;16.6;22;11.9;1;15630;15.9;323.8;227;;
1;3383183;7548700;Kittilä;3356;19610714;1961;7;14;3385000;7545000;19.1;26;10.7;0;23947;15.86;337.9;227;;
1;3383183;7548700;Kittilä;3356;19610715;1961;7;15;3385000;7545000;22.2;27.7;15.7;0;25820;13.47;355.1;227;;
1;3383183;7548700;Kittilä;3356;19610716;1961;7;16;3385000;7545000;21.8;27.6;15.1;0;23979;15.45;371.9;227;;
1;3383183;7548700;Kittilä;3356;19610717;1961;7;17;3385000;7545000;20;27.3;14;1;17020;16.59;386.9;228;;
1;3383183;7548700;Kittilä;3356;19610718;1961;7;18;3385000;7545000;16;21;14.1;0;18002;16.09;397.9;228;;
1;3383183;7548700;Kittilä;3356;19610719;1961;7;19;3385000;7545000;16.7;21.3;11.1;0;21205;13.03;409.6;228;;
1;3383183;7548700;Kittilä;3356;19610720;1961;7;20;3385000;7545000;16.2;21.2;11.9;0;20469;14.48;420.8;228;;
1;3383183;7548700;Kittilä;3356;19610721;1961;7;21;3385000;7545000;15.2;18.1;12.9;2;13008;17.25;431;230;;
1;3383183;7548700;Kittilä;3356;19610722;1961;7;22;3385000;7545000;11.6;15.2;10.8;7;8254;13.33;437.6;237;;
1;3383183;7548700;Kittilä;3356;19610723;1961;7;23;3385000;7545000;15.5;20.2;11.2;2;14528;14.87;448.1;239;;
1;3383183;7548700;Kittilä;3356;19610724;1961;7;24;3385000;7545000;13.4;17.5;10.1;17;13509;14.31;456.5;256;;
1;3383183;7548700;Kittilä;3356;19610725;1961;7;25;3385000;7545000;14.6;17.1;13.2;4;7860;15.98;466.1;260;;
1;3383183;7548700;Kittilä;3356;19610726;1961;7;26;3385000;7545000;13.7;18.8;10;6;16319;12.15;474.8;266;;
1;3383183;7548700;Kittilä;3356;19610727;1961;7;27;3385000;7545000;11.1;14.7;8.8;3;12157;12.09;480.9;269;;
1;3383183;7548700;Kittilä;3356;19610728;1961;7;28;3385000;7545000;13.6;17.2;11.5;13;10457;14.34;489.5;282;;
