OmaTunniste;OmaItä;OmaPohjoinen;Kunta;siteid;aika;vuosi;kk;paiva;longitude;latitude;t_mean;t_max;t_min;rainfall;radiation;hpa;lamposumma_v;rainfall_v;;
1;3383183;7548700;Kittilä;3356;19660527;1966;5;27;3385000;7545000;3.4;6.8;-1.7;0;19316;5.38;21.3;104;;
1;3383183;7548700;Kittilä;3356;19660528;1966;5;28;3385000;7545000;3.5;7.7;-1.9;0;17527;5.3;21.3;104;;
1;3383183;7548700;Kittilä;3356;19660529;1966;5;29;3385000;7545000;3.5;7;-0.5;0;15129;5.31;21.3;104;;
1;3383183;7548700;Kittilä;3356;19660530;1966;5;30;3385000;7545000;4.9;9.4;-1.4;0;19133;5.5;21.3;104;;
1;3383183;7548700;Kittilä;3356;19660531;1966;5;31;3385000;7545000;5;8;1.1;0;14070;6.18;21.3;104;;
1;3383183;7548700;Kittilä;3356;19660601;1966;6;1;3385000;7545000;5.1;9;2.4;3;15220;8.17;21.4;107;;
1;3383183;7548700;Kittilä;3356;19660602;1966;6;2;3385000;7545000;3.9;6.1;1.8;15;9138;8.61;21.4;122;;
1;3383183;7548700;Kittilä;3356;19660603;1966;6;3;3385000;7545000;4.9;6.8;3.2;7;7613;9.11;21.4;129;;
1;3383183;7548700;Kittilä;3356;19660604;1966;6;4;3385000;7545000;5;9.9;0.8;3;13956;7.58;21.4;132;;
1;3383183;7548700;Kittilä;3356;19660605;1966;6;5;3385000;7545000;3.2;7.5;0.7;3;9461;7.07;21.4;135;;
1;3383183;7548700;Kittilä;3356;19660606;1966;6;6;3385000;7545000;3;7;-1.5;1;17438;6.38;21.4;136;;
1;3383183;7548700;Kittilä;3356;19660607;1966;6;7;3385000;7545000;5.5;8.7;2.3;0;23509;6.49;21.9;136;;
1;3383183;7548700;Kittilä;3356;19660608;1966;6;8;3385000;7545000;10.7;17.3;-0.3;0;23807;7.94;27.6;136;;
1;3383183;7548700;Kittilä;3356;19660609;1966;6;9;3385000;7545000;15.1;20.9;5.9;0;23991;9.38;37.7;136;;
1;3383183;7548700;Kittilä;3356;19660610;1966;6;10;3385000;7545000;19.1;23.7;10.1;0;26651;11.32;51.8;136;;
1;3383183;7548700;Kittilä;3356;19660611;1966;6;11;3385000;7545000;18.1;23.1;12.1;0;14855;12.28;64.9;136;;
1;3383183;7548700;Kittilä;3356;19660612;1966;6;12;3385000;7545000;11.2;17.6;9.1;0;21641;8.22;71.1;136;;
1;3383183;7548700;Kittilä;3356;19660613;1966;6;13;3385000;7545000;14.4;22.5;2.7;0;27948;7.98;80.5;136;;
1;3383183;7548700;Kittilä;3356;19660614;1966;6;14;3385000;7545000;16.5;21.5;8.7;0;28947;10.19;92;136;;
1;3383183;7548700;Kittilä;3356;19660615;1966;6;15;3385000;7545000;19.6;24.5;11.6;0;27510;12.05;106.6;136;;
1;3383183;7548700;Kittilä;3356;19660616;1966;6;16;3385000;7545000;20.7;26.9;13.9;0;13159;13.44;122.3;136;;
1;3383183;7548700;Kittilä;3356;19660617;1966;6;17;3385000;7545000;15.6;23.2;13.2;0;21258;13.59;132.9;136;;
1;3383183;7548700;Kittilä;3356;19660618;1966;6;18;3385000;7545000;18.1;24;9;0;23018;13.33;146;136;;
1;3383183;7548700;Kittilä;3356;19660619;1966;6;19;3385000;7545000;23.3;27.6;17.2;0;27390;14.79;164.3;136;;
1;3383183;7548700;Kittilä;3356;19660620;1966;6;20;3385000;7545000;21.9;29.6;14.2;0;17140;16.56;181.2;136;;
1;3383183;7548700;Kittilä;3356;19660621;1966;6;21;3385000;7545000;11.8;23.9;6.9;9;13636;12.13;188;145;;
1;3383183;7548700;Kittilä;3356;19660622;1966;6;22;3385000;7545000;3.7;6.7;2.6;8;6875;6.73;188;153;;
1;3383183;7548700;Kittilä;3356;19660623;1966;6;23;3385000;7545000;5;6.2;3.6;7;6868;7.23;188;160;;
1;3383183;7548700;Kittilä;3356;19660624;1966;6;24;3385000;7545000;6.8;9;5.1;4;7958;9.04;189.8;164;;
1;3383183;7548700;Kittilä;3356;19660625;1966;6;25;3385000;7545000;10.5;13.2;8.9;4;12205;12.09;195.3;168;;
1;3383183;7548700;Kittilä;3356;19660626;1966;6;26;3385000;7545000;12.1;15.3;8.4;2;19169;9.54;202.4;170;;
1;3383183;7548700;Kittilä;3356;19660627;1966;6;27;3385000;7545000;9.2;14.7;7.4;0;11876;9.8;206.6;170;;
1;3383183;7548700;Kittilä;3356;19660628;1966;6;28;3385000;7545000;10.6;14.6;4.8;5;15678;10.35;212.2;175;;
1;3383183;7548700;Kittilä;3356;19660629;1966;6;29;3385000;7545000;10.9;14.8;5.4;2;23990;8.76;218.1;177;;
1;3383183;7548700;Kittilä;3356;19660630;1966;6;30;3385000;7545000;10.2;13.8;6.7;2;17216;9.3;223.3;179;;
1;3383183;7548700;Kittilä;3356;19660701;1966;7;1;3385000;7545000;8.1;12;6;0;19133;7.26;226.4;179;;
1;3383183;7548700;Kittilä;3356;19660702;1966;7;2;3385000;7545000;9.9;15.2;3.1;0;25467;6.73;231.3;179;;
1;3383183;7548700;Kittilä;3356;19660703;1966;7;3;3385000;7545000;12.9;17.7;5.5;0;20075;9.56;239.2;179;;
1;3383183;7548700;Kittilä;3356;19660704;1966;7;4;3385000;7545000;14;18.7;10.6;4;13695;12.75;248.2;183;;
1;3383183;7548700;Kittilä;3356;19660705;1966;7;5;3385000;7545000;13.7;18.1;8.5;1;23052;10.99;256.9;184;;
1;3383183;7548700;Kittilä;3356;19660706;1966;7;6;3385000;7545000;13.3;17.9;9.3;3;19100;11.09;265.2;187;;
1;3383183;7548700;Kittilä;3356;19660707;1966;7;7;3385000;7545000;11.3;13.3;9.5;2;10367;12.53;271.5;189;;
1;3383183;7548700;Kittilä;3356;19660708;1966;7;8;3385000;7545000;9.8;12.4;8.2;0;16053;8.99;276.3;189;;
1;3383183;7548700;Kittilä;3356;19660709;1966;7;9;3385000;7545000;8.7;12.3;3.3;0;16386;8.15;280;189;;
1;3383183;7548700;Kittilä;3356;19660710;1966;7;10;3385000;7545000;10.8;14.8;5.2;0;23549;8.4;285.8;189;;
1;3383183;7548700;Kittilä;3356;19660711;1966;7;11;3385000;7545000;13.4;17.5;7;2;21202;10.77;294.2;191;;
1;3383183;7548700;Kittilä;3356;19660712;1966;7;12;3385000;7545000;14.3;18.1;11.5;0;14616;13.28;303.5;191;;
1;3383183;7548700;Kittilä;3356;19660713;1966;7;13;3385000;7545000;15.1;19.7;11.7;4;13760;14.74;313.6;195;;
1;3383183;7548700;Kittilä;3356;19660714;1966;7;14;3385000;7545000;12.9;17;9.6;1;14333;12.42;321.5;196;;
1;3383183;7548700;Kittilä;3356;19660715;1966;7;15;3385000;7545000;14.9;18.8;9.6;1;21368;11.59;331.4;197;;
1;3383183;7548700;Kittilä;3356;19660716;1966;7;16;3385000;7545000;15.5;20.8;7.5;4;22635;9.67;341.9;201;;
1;3383183;7548700;Kittilä;3356;19660717;1966;7;17;3385000;7545000;13.2;17.9;9.5;10;13739;12.43;350.1;211;;
1;3383183;7548700;Kittilä;3356;19660718;1966;7;18;3385000;7545000;13.3;17.8;10.3;1;17236;11.12;358.4;212;;
1;3383183;7548700;Kittilä;3356;19660719;1966;7;19;3385000;7545000;15.2;20.1;8.9;0;20010;11.56;368.6;212;;
1;3383183;7548700;Kittilä;3356;19660720;1966;7;20;3385000;7545000;15.1;18.9;11.5;0;17789;10.17;378.7;212;;
1;3383183;7548700;Kittilä;3356;19660721;1966;7;21;3385000;7545000;11.7;16.2;6.1;0;14406;10.33;385.4;212;;
1;3383183;7548700;Kittilä;3356;19660722;1966;7;22;3385000;7545000;11.9;14.9;9.2;1;12755;11.6;392.3;213;;
1;3383183;7548700;Kittilä;3356;19660723;1966;7;23;3385000;7545000;13.3;18.4;7.6;0;14231;10.59;400.6;213;;
1;3383183;7548700;Kittilä;3356;19660724;1966;7;24;3385000;7545000;15.8;20.8;9;0;12625;13.57;411.4;213;;
1;3383183;7548700;Kittilä;3356;19660725;1966;7;25;3385000;7545000;18.1;23.4;12.4;0;15208;15.1;424.5;213;;
1;3383183;7548700;Kittilä;3356;19660726;1966;7;26;3385000;7545000;21;26;13.7;0;20819;15.24;440.5;213;;
1;3383183;7548700;Kittilä;3356;19660727;1966;7;27;3385000;7545000;18.4;23.1;13.9;0;23277;12.08;453.9;213;;
1;3383183;7548700;Kittilä;3356;19660728;1966;7;28;3385000;7545000;15.9;20.7;10;0;22134;12.58;464.8;213;;
1;3383183;7548700;Kittilä;3356;19660729;1966;7;29;3385000;7545000;8.1;15.6;6.8;1;12680;8.2;467.9;214;;
1;3383183;7548700;Kittilä;3356;19660730;1966;7;30;3385000;7545000;9.9;12.1;8;2;4661;11.63;472.8;216;;
1;3383183;7548700;Kittilä;3356;19660731;1966;7;31;3385000;7545000;13.1;17;10;3;13173;12.31;480.9;219;;
1;3383183;7548700;Kittilä;3356;19660801;1966;8;1;3385000;7545000;12.5;17.4;9.9;1;11457;12.69;488.4;220;;
1;3383183;7548700;Kittilä;3356;19660802;1966;8;2;3385000;7545000;13.4;16.4;10.3;4;14134;12.24;496.8;224;;
1;3383183;7548700;Kittilä;3356;19660803;1966;8;3;3385000;7545000;15;19.8;8.5;0;17588;11.89;506.8;224;;
1;3383183;7548700;Kittilä;3356;19660804;1966;8;4;3385000;7545000;15.4;19;8.7;8;16688;12.74;517.2;232;;
1;3383183;7548700;Kittilä;3356;19660805;1966;8;5;3385000;7545000;12.4;17.4;10.8;0;6925;12.84;524.6;232;;
1;3383183;7548700;Kittilä;3356;19660806;1966;8;6;3385000;7545000;9.9;12.6;8;5;4455;11.1;529.5;237;;
1;3383183;7548700;Kittilä;3356;19660807;1966;8;7;3385000;7545000;14.2;17.9;11.2;0;10054;13.47;538.7;237;;
1;3383183;7548700;Kittilä;3356;19660808;1966;8;8;3385000;7545000;12.2;15.2;10.1;4;8845;12.75;545.9;241;;
1;3383183;7548700;Kittilä;3356;19660809;1966;8;9;3385000;7545000;12.4;16.9;10.4;2;8795;12.7;553.3;243;;
1;3383183;7548700;Kittilä;3356;19660810;1966;8;10;3385000;7545000;12.7;18.1;8;14;12217;12.45;561;257;;
1;3383183;7548700;Kittilä;3356;19660811;1966;8;11;3385000;7545000;12;14.9;10.4;1;8544;12.07;568;258;;
1;3383183;7548700;Kittilä;3356;19660812;1966;8;12;3385000;7545000;9.6;13.3;7.8;4;15345;10.48;572.6;262;;
1;3383183;7548700;Kittilä;3356;19660813;1966;8;13;3385000;7545000;6.9;14.3;2.8;0;15927;7.28;574.5;262;;
1;3383183;7548700;Kittilä;3356;19660814;1966;8;14;3385000;7545000;8.3;12.5;3.8;0;12143;7.09;577.8;262;;
1;3383183;7548700;Kittilä;3356;19660815;1966;8;15;3385000;7545000;7.8;12.6;-0.2;0;15228;7.39;580.6;262;;
1;3383183;7548700;Kittilä;3356;19660816;1966;8;16;3385000;7545000;7.3;11.5;4.2;1;11593;7.8;582.9;263;;
1;3383183;7548700;Kittilä;3356;19660817;1966;8;17;3385000;7545000;8.9;13.4;3.2;0;10451;8.96;586.8;263;;
1;3383183;7548700;Kittilä;3356;19660818;1966;8;18;3385000;7545000;9.6;14.3;5.6;3;6710;10.33;591.4;266;;
1;3383183;7548700;Kittilä;3356;19660819;1966;8;19;3385000;7545000;7.7;11.3;4;0;14003;7.44;594.1;266;;
1;3383183;7548700;Kittilä;3356;19660820;1966;8;20;3385000;7545000;5.5;9.1;3.6;1;9382;6.43;594.6;267;;
1;3383183;7548700;Kittilä;3356;19660821;1966;8;21;3385000;7545000;5.7;15;3.2;1;8853;7.78;595.3;268;;
1;3383183;7548700;Kittilä;3356;19660822;1966;8;22;3385000;7545000;6.5;9.6;3.4;0;7420;8.17;596.8;268;;
1;3383183;7548700;Kittilä;3356;19660823;1966;8;23;3385000;7545000;8.1;12.4;4.1;0;12153;8.45;599.9;268;;
1;3383183;7548700;Kittilä;3356;19660824;1966;8;24;3385000;7545000;6.7;11.4;1;0;11908;7.93;601.6;268;;
1;3383183;7548700;Kittilä;3356;19660825;1966;8;25;3385000;7545000;6.3;10.5;-0.3;2;11912;7.51;602.9;270;;
1;3383183;7548700;Kittilä;3356;19660826;1966;8;26;3385000;7545000;8.5;13.9;5.1;0;5683;9.4;606.4;270;;
1;3383183;7548700;Kittilä;3356;19660827;1966;8;27;3385000;7545000;8.5;11.6;7.3;0;8682;8.65;609.9;270;;
1;3383183;7548700;Kittilä;3356;19660828;1966;8;28;3385000;7545000;7.4;10.9;3;0;7371;8.51;612.3;270;;
1;3383183;7548700;Kittilä;3356;19660829;1966;8;29;3385000;7545000;9.8;13.6;8;0;3584;11.17;617.1;270;;
1;3383183;7548700;Kittilä;3356;19660830;1966;8;30;3385000;7545000;8.3;11.8;5;0;11693;7.89;620.4;270;;
1;3383183;7548700;Kittilä;3356;19660831;1966;8;31;3385000;7545000;3.8;6.9;-1.2;2;6899;6.12;620.4;272;;
1;3383183;7548700;Kittilä;3356;19660901;1966;9;1;3385000;7545000;5.6;7.5;3.7;0;2166;8.4;621;272;;
1;3383183;7548700;Kittilä;3356;19660902;1966;9;2;3385000;7545000;4.1;6.3;1;0;6216;6.07;621;272;;
1;3383183;7548700;Kittilä;3356;19660903;1966;9;3;3385000;7545000;4.4;8.2;1;2;10656;6.52;621;274;;
1;3383183;7548700;Kittilä;3356;19660904;1966;9;4;3385000;7545000;5.4;6.6;3.9;2;3822;8.49;621.4;276;;
1;3383183;7548700;Kittilä;3356;19660905;1966;9;5;3385000;7545000;7.1;10.6;4;1;3807;10.63;623.5;277;;
1;3383183;7548700;Kittilä;3356;19660906;1966;9;6;3385000;7545000;10.2;10.7;9.5;5;2432;12.28;628.7;282;;
1;3383183;7548700;Kittilä;3356;19660907;1966;9;7;3385000;7545000;8.4;11;6.2;1;6533;10.41;632.1;283;;
1;3383183;7548700;Kittilä;3356;19660908;1966;9;8;3385000;7545000;3.3;7.2;1.6;0;8244;5.9;632.1;283;;
1;3383183;7548700;Kittilä;3356;19660909;1966;9;9;3385000;7545000;1.2;4.7;-2;0;7681;5.02;632.1;283;;
1;3383183;7548700;Kittilä;3356;19660910;1966;9;10;3385000;7545000;0.9;4.7;-3.7;0;5993;5.43;632.1;283;;
1;3383183;7548700;Kittilä;3356;19660911;1966;9;11;3385000;7545000;3;6.2;-2.7;0;6118;5.69;632.1;283;;
1;3383183;7548700;Kittilä;3356;19660912;1966;9;12;3385000;7545000;3.1;8.1;-0.2;0;8014;6.43;632.1;283;;
1;3383183;7548700;Kittilä;3356;19660913;1966;9;13;3385000;7545000;2.5;7.5;-1.6;4;11476;5.07;632.1;287;;
1;3383183;7548700;Kittilä;3356;19660914;1966;9;14;3385000;7545000;2.1;3.6;0;6;2068;6.89;632.1;293;;
1;3383183;7548700;Kittilä;3356;19660915;1966;9;15;3385000;7545000;3.5;4.8;1.4;2;3977;7.58;632.1;295;;
1;3383183;7548700;Kittilä;3356;19660916;1966;9;16;3385000;7545000;4.3;6.2;3.3;5;3194;8.28;632.1;300;;
1;3383183;7548700;Kittilä;3356;19660917;1966;9;17;3385000;7545000;3.5;4.4;2.2;3;2767;7.51;632.1;303;;
1;3383183;7548700;Kittilä;3356;19660918;1966;9;18;3385000;7545000;1.8;3.4;0.5;0;5015;5.64;632.1;303;;
1;3383183;7548700;Kittilä;3356;19660919;1966;9;19;3385000;7545000;2.1;5.9;-0.4;4;2707;6.72;632.1;307;;
1;3383183;7548700;Kittilä;3356;19660920;1966;9;20;3385000;7545000;3;6.4;-0.8;0;4533;6.28;632.1;307;;
1;3383183;7548700;Kittilä;3356;19660921;1966;9;21;3385000;7545000;0.7;4.1;-3.3;0;6156;4.78;632.1;307;;
1;3383183;7548700;Kittilä;3356;19660922;1966;9;22;3385000;7545000;0.8;4;-0.8;0;6656;5.1;632.1;307;;
1;3383183;7548700;Kittilä;3356;19660923;1966;9;23;3385000;7545000;2;5.3;-0.6;0;5040;4.94;632.1;307;;
1;3383183;7548700;Kittilä;3356;19660924;1966;9;24;3385000;7545000;-0.4;2.7;-4;0;3802;4.88;632.1;307;;
1;3383183;7548700;Kittilä;3356;19660925;1966;9;25;3385000;7545000;0;4.3;-3;0;4933;4.4;632.1;307;;
1;3383183;7548700;Kittilä;3356;19660926;1966;9;26;3385000;7545000;-3.6;0.8;-7.2;0;6844;3.07;632.1;307;;
1;3383183;7548700;Kittilä;3356;19660927;1966;9;27;3385000;7545000;-3.6;0.5;-9.7;0;6740;3.7;632.1;307;;
1;3383183;7548700;Kittilä;3356;19660928;1966;9;28;3385000;7545000;-0.2;1.8;-1.8;0;2975;4.9;632.1;307;;
1;3383183;7548700;Kittilä;3356;19660929;1966;9;29;3385000;7545000;0.6;2.6;-0.9;0;4565;5.12;632.1;307;;
1;3383183;7548700;Kittilä;3356;19660930;1966;9;30;3385000;7545000;0;1.5;-1.2;0;2784;5.11;632.1;307;;
1;3383183;7548700;Kittilä;3356;19661001;1966;10;1;3385000;7545000;-1.2;0.6;-4.1;5;2200;4.14;632.1;312;;
1;3383183;7548700;Kittilä;3356;19661002;1966;10;2;3385000;7545000;-1.5;-1.2;-3.4;13;2129;4.94;632.1;325;;
1;3383183;7548700;Kittilä;3356;19661003;1966;10;3;3385000;7545000;-2.5;-0.4;-4.7;0;2215;5;632.1;325;;
1;3383183;7548700;Kittilä;3356;19661004;1966;10;4;3385000;7545000;-2.2;2;-8.2;9;5118;3.4;632.1;334;;
1;3383183;7548700;Kittilä;3356;19661005;1966;10;5;3385000;7545000;-1.4;-0.5;-2.2;2;181;5.72;632.1;336;;
1;3383183;7548700;Kittilä;3356;19661006;1966;10;6;3385000;7545000;-3.1;-1.8;-7.3;0;2459;4.12;632.1;336;;
1;3383183;7548700;Kittilä;3356;19661007;1966;10;7;3385000;7545000;-1.9;0.6;-8.6;0;1813;5.31;632.1;336;;
1;3383183;7548700;Kittilä;3356;19661008;1966;10;8;3385000;7545000;-1.6;0.5;-4.5;4;1778;4.87;632.1;340;;
1;3383183;7548700;Kittilä;3356;19661009;1966;10;9;3385000;7545000;-2;-0.7;-4.1;0;3383;4.7;632.1;340;;
1;3383183;7548700;Kittilä;3356;19661010;1966;10;10;3385000;7545000;-3.1;-1.2;-5.8;0;3290;3.54;632.1;340;;
1;3383183;7548700;Kittilä;3356;19661011;1966;10;11;3385000;7545000;-3.1;-1.7;-10.4;0;1257;3.56;632.1;340;;
1;3383183;7548700;Kittilä;3356;19661012;1966;10;12;3385000;7545000;-1.9;-0.5;-3.6;1;2219;5.39;632.1;341;;
1;3383183;7548700;Kittilä;3356;19661013;1966;10;13;3385000;7545000;-2.1;-1.1;-6.5;0;1508;4.49;632.1;341;;
1;3383183;7548700;Kittilä;3356;19661014;1966;10;14;3385000;7545000;-4.1;1;-8.2;1;2332;3.36;632.1;342;;
1;3383183;7548700;Kittilä;3356;19661015;1966;10;15;3385000;7545000;-3.4;-1;-8.1;5;1474;4.5;632.1;347;;
1;3383183;7548700;Kittilä;3356;19661016;1966;10;16;3385000;7545000;-0.7;0.2;-1.4;0;1157;5.63;632.1;347;;
1;3383183;7548700;Kittilä;3356;19661017;1966;10;17;3385000;7545000;-1.3;-0.7;-2.3;0;1165;5.23;632.1;347;;
1;3383183;7548700;Kittilä;3356;19661018;1966;10;18;3385000;7545000;-0.8;-0.2;-2.1;4;1171;5.4;632.1;351;;
1;3383183;7548700;Kittilä;3356;19661019;1966;10;19;3385000;7545000;-1.2;0.3;-1.3;0;1003;5.69;632.1;351;;
1;3383183;7548700;Kittilä;3356;19661020;1966;10;20;3385000;7545000;-4.9;-0.7;-9.6;0;2382;3.5;632.1;351;;
1;3383183;7548700;Kittilä;3356;19661021;1966;10;21;3385000;7545000;-4.2;-2.4;-9.1;0;1120;4.68;632.1;351;;
1;3383183;7548700;Kittilä;3356;19661022;1966;10;22;3385000;7545000;-2.3;0.1;-3.3;3;924;5.06;632.1;354;;
1;3383183;7548700;Kittilä;3356;19661023;1966;10;23;3385000;7545000;-1.5;-0.8;-2.1;13;1156;5.3;632.1;367;;
1;3383183;7548700;Kittilä;3356;19661024;1966;10;24;3385000;7545000;-0.9;0.6;-3;0;1179;5.01;632.1;367;;
1;3383183;7548700;Kittilä;3356;19661025;1966;10;25;3385000;7545000;-2.7;0.4;-4.5;0;1248;4.47;632.1;367;;
1;3383183;7548700;Kittilä;3356;19661026;1966;10;26;3385000;7545000;-6.9;-4.2;-8.6;0;932;3.29;632.1;367;;
1;3383183;7548700;Kittilä;3356;19661027;1966;10;27;3385000;7545000;-10.4;-6.1;-11.5;0;1267;2.06;632.1;367;;
1;3383183;7548700;Kittilä;3356;19661028;1966;10;28;3385000;7545000;-13.6;-8.8;-19.6;0;1475;0.74;632.1;367;;
1;3383183;7548700;Kittilä;3356;19661029;1966;10;29;3385000;7545000;-14.7;-10.8;-17.8;0;1054;1.89;632.1;367;;
1;3383183;7548700;Kittilä;3356;19661030;1966;10;30;3385000;7545000;-11.7;-8.7;-19.5;1;1405;1.42;632.1;368;;
1;3383183;7548700;Kittilä;3356;19661031;1966;10;31;3385000;7545000;-1.5;1.1;-8.7;0;663;5.6;632.1;368;;
1;3383183;7548700;Kittilä;3356;19661101;1966;11;1;3385000;7545000;-8.3;-0.1;-11.8;0;1241;2.88;632.1;368;;
1;3383183;7548700;Kittilä;3356;19661102;1966;11;2;3385000;7545000;-8.2;-4.9;-17.3;2;294;2.46;632.1;370;;
1;3383183;7548700;Kittilä;3356;19661103;1966;11;3;3385000;7545000;-2.2;0.2;-6;0;628;4.83;632.1;370;;
1;3383183;7548700;Kittilä;3356;19661104;1966;11;4;3385000;7545000;-1.8;-0.1;-3.8;2;595;4.61;632.1;372;;
1;3383183;7548700;Kittilä;3356;19661105;1966;11;5;3385000;7545000;-4.6;-1.4;-9.6;5;706;3.88;632.1;377;;
1;3383183;7548700;Kittilä;3356;19661106;1966;11;6;3385000;7545000;-6.8;-4.1;-12.1;5;427;3.57;632.1;382;;
1;3383183;7548700;Kittilä;3356;19661107;1966;11;7;3385000;7545000;-7.1;-2.7;-11.6;0;520;2.19;632.1;382;;
1;3383183;7548700;Kittilä;3356;19661108;1966;11;8;3385000;7545000;-2.3;0.1;-7.8;3;392;4.96;632.1;385;;
1;3383183;7548700;Kittilä;3356;19661109;1966;11;9;3385000;7545000;-0.2;0.6;-1;5;345;6.15;632.1;390;;
1;3383183;7548700;Kittilä;3356;19661110;1966;11;10;3385000;7545000;-2.7;0;-5.2;0;507;5.04;632.1;390;;
1;3383183;7548700;Kittilä;3356;19661111;1966;11;11;3385000;7545000;-8.4;-3;-14;0;358;2.5;632.1;390;;
1;3383183;7548700;Kittilä;3356;19661112;1966;11;12;3385000;7545000;-10.2;-8;-17.8;0;316;1.39;632.1;390;;
1;3383183;7548700;Kittilä;3356;19661113;1966;11;13;3385000;7545000;-2.8;0.1;-9.5;0;263;4.91;632.1;390;;
1;3383183;7548700;Kittilä;3356;19661114;1966;11;14;3385000;7545000;-0.1;0.2;-1.6;1;192;5.68;632.1;391;;
1;3383183;7548700;Kittilä;3356;19661115;1966;11;15;3385000;7545000;0.2;1.3;-1.6;3;203;6.23;632.1;394;;
1;3383183;7548700;Kittilä;3356;19661116;1966;11;16;3385000;7545000;-1;0.8;-1.4;1;159;5.9;632.1;395;;
1;3383183;7548700;Kittilä;3356;19661117;1966;11;17;3385000;7545000;-6.3;-1.3;-10.3;0;149;3.33;632.1;395;;
1;3383183;7548700;Kittilä;3356;19661118;1966;11;18;3385000;7545000;-10.9;-8.1;-14.3;1;80;1.07;632.1;396;;
1;3383183;7548700;Kittilä;3356;19661119;1966;11;19;3385000;7545000;-6.3;-2.9;-13.6;0;0;3.75;632.1;396;;
1;3383183;7548700;Kittilä;3356;19661120;1966;11;20;3385000;7545000;-4.9;-2;-10.5;0;40;4;632.1;396;;
1;3383183;7548700;Kittilä;3356;19661121;1966;11;21;3385000;7545000;-9.2;-2.6;-11.1;0;34;2.52;632.1;396;;
1;3383183;7548700;Kittilä;3356;19661122;1966;11;22;3385000;7545000;-12.6;-8.9;-18.8;0;0;0.76;632.1;396;;
1;3383183;7548700;Kittilä;3356;19661123;1966;11;23;3385000;7545000;-10.8;-8.9;-19;0;0;1.37;632.1;396;;
1;3383183;7548700;Kittilä;3356;19661124;1966;11;24;3385000;7545000;-4.6;-0.5;-10.3;1;0;4.12;632.1;397;;
1;3383183;7548700;Kittilä;3356;19661125;1966;11;25;3385000;7545000;-1.7;-0.5;-2.5;0;0;5.1;632.1;397;;
1;3383183;7548700;Kittilä;3356;19661126;1966;11;26;3385000;7545000;-2.8;-1;-3.3;0;0;4.95;632.1;397;;
1;3383183;7548700;Kittilä;3356;19661127;1966;11;27;3385000;7545000;-4.2;-3.1;-6.4;0;0;3.92;632.1;397;;
1;3383183;7548700;Kittilä;3356;19661128;1966;11;28;3385000;7545000;-1.2;0.7;-6.3;1;0;5.8;632.1;398;;
1;3383183;7548700;Kittilä;3356;19661129;1966;11;29;3385000;7545000;-0.2;0.7;-1;4;0;5.93;632.1;402;;
1;3383183;7548700;Kittilä;3356;19661130;1966;11;30;3385000;7545000;-1.7;-0.1;-3.5;2;0;5.37;632.1;404;;
1;3383183;7548700;Kittilä;3356;19661201;1966;12;1;3385000;7545000;-5.3;-2.6;-6.8;1;0;3.93;632.1;405;;
1;3383183;7548700;Kittilä;3356;19661202;1966;12;2;3385000;7545000;-5.4;-5.2;-7.6;6;0;3.69;632.1;411;;
1;3383183;7548700;Kittilä;3356;19661203;1966;12;3;3385000;7545000;-1.8;-1.1;-5.4;4;0;5.57;632.1;415;;
1;3383183;7548700;Kittilä;3356;19661204;1966;12;4;3385000;7545000;-0.3;0;-1.4;0;0;5.9;632.1;415;;
1;3383183;7548700;Kittilä;3356;19661205;1966;12;5;3385000;7545000;-0.4;0.2;-1.8;0;0;5.61;632.1;415;;
1;3383183;7548700;Kittilä;3356;19661206;1966;12;6;3385000;7545000;-1.2;0.2;-2.1;0;0;5.88;632.1;415;;
1;3383183;7548700;Kittilä;3356;19661207;1966;12;7;3385000;7545000;-4.5;-0.4;-6.8;0;30;4.05;632.1;415;;
1;3383183;7548700;Kittilä;3356;19661208;1966;12;8;3385000;7545000;-10.4;-4.8;-12.2;0;11;3.08;632.1;415;;
1;3383183;7548700;Kittilä;3356;19661209;1966;12;9;3385000;7545000;-17.7;-11.8;-21.7;0;16;1.42;632.1;415;;
1;3383183;7548700;Kittilä;3356;19661210;1966;12;10;3385000;7545000;-15.8;-14.5;-19.3;2;0;1.53;632.1;417;;
1;3383183;7548700;Kittilä;3356;19661211;1966;12;11;3385000;7545000;-11.5;-6.3;-14.9;1;8;2.94;632.1;418;;
1;3383183;7548700;Kittilä;3356;19661212;1966;12;12;3385000;7545000;-16.6;-7.5;-20.4;0;0;2.05;632.1;418;;
1;3383183;7548700;Kittilä;3356;19661213;1966;12;13;3385000;7545000;-18.5;-15.2;-25.9;0;23;1.59;632.1;418;;
1;3383183;7548700;Kittilä;3356;19661214;1966;12;14;3385000;7545000;-17.4;-12.7;-20.8;0;10;1.72;632.1;418;;
1;3383183;7548700;Kittilä;3356;19661215;1966;12;15;3385000;7545000;-22;-18.5;-28.4;0;0;1.17;632.1;418;;
1;3383183;7548700;Kittilä;3356;19661216;1966;12;16;3385000;7545000;-22;-20.4;-31.2;0;21;1.04;632.1;418;;
1;3383183;7548700;Kittilä;3356;19661217;1966;12;17;3385000;7545000;-16.4;-10.9;-20.8;3;26;1.58;632.1;421;;
1;3383183;7548700;Kittilä;3356;19661218;1966;12;18;3385000;7545000;-11.3;-9.6;-20.4;5;26;2.4;632.1;426;;
